2,5,10
126710.14335212261,118142.83537980188,121181.5579618834
122251.44060380242,122748.80460607997,117899.321686602
119100.20827637582,123421.90939219433,118005.86422093473
136457.0639917027,117288.56471606254,118926.6325193065
131258.80380222402,119683.49422054297,120594.53771484965
130145.54195588204,120408.18154623441,116635.25466216009
120554.03096944901,124357.5929686442,121220.10601817376
130877.0654818089,120479.49942210602,119683.69194486493
125263.56035810833,120349.88768071694,118657.124646066
131201.52528697308,124271.62062945322,117679.33463344982
118149.00987951647,117258.76538986331,114059.04533920826
128657.86049117567,119935.2674953866,121095.68907568567
129009.42059953464,117874.81461004747,121272.13399561432
119102.29327203691,117371.85614538296,119752.92800523138
124159.5371465007,115247.36181577697,116505.70757033894
115868.46245010305,121194.05742017068,121950.09907867384
117986.52476080984,122478.6259546202,120289.10557324326
117835.57215444083,120426.83695737916,119716.14318826339
122689.355051886,123309.01489754942,120953.92427837876
128966.1613933402,123216.43560760125,116042.55561577523
117094.19500983981,120954.39358772588,119563.3832753227
130016.05568147107,120585.1414300468,120104.506438909
112999.20172836387,119151.7281487131,116577.09334153729
135114.926009475,122301.28962953632,115503.34301615745
128289.81440072146,120252.08421850273,118180.373374252
132435.46229710596,117790.59637594463,117351.72366039158
126502.10561486748,121283.39690264655,116024.76307443764
120056.89504778796,120944.12752088877,119982.2032430397
130925.11310597946,119550.73410642531,115788.7395791168
121308.33233530367,119339.93283651951,121065.92538594159
